2026-05-05 15:52:38,312 INFO training.data_generation.pipeline | pipeline_start {'config_path': 'training/data_generation/configs/batch_001.yaml', 'run_dir': 'data/generated/batch_001', 'export_output': None, 'convert_output': 'training/data/unused.jsonl'}
2026-05-05 16:06:48,087 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0017', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0017_attempt_2.json', 'issues': [{'code': 'FINAL_ANSWER_BEFORE_STUDENT', 'message': 'The assistant explicitly states the final partial derivative ∂f/∂x = 2xy + y^3 before the student has independently stated the full final expression, violating the no-final-answer-before-student-derives-it rule.'}, {'code': 'CONFIRM_AFTER_STUDENT_POLICY_VIOLATION', 'message': "tutor_answer_policy is 'confirm_after_student', but the assistant goes beyond confirmation and directly provides the final expressions for ∂f/∂x and ∂f/∂y instead of only confirming the student’s results."}]}
2026-05-05 16:06:48,088 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0017', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:06:54,658 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0017', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 6.569, 'provider_meta': {'latency_s': 6.56, 'usage': {'completion_tokens': 781, 'prompt_tokens': 1577, 'total_tokens': 2358, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:06:55,437 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0017', 'generation_attempt': 3, 'output': 'data/generated/batch_001/raw/dg_0017.json'}
2026-05-05 16:06:55,438 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0018', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:07:01,542 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0018', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 6.102, 'provider_meta': {'latency_s': 6.095, 'usage': {'completion_tokens': 949, 'prompt_tokens': 694, 'total_tokens': 1643, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:01,544 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0018', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0018_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:07:01,544 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0018', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:07:08,103 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0018', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 6.557, 'provider_meta': {'latency_s': 6.547, 'usage': {'completion_tokens': 936, 'prompt_tokens': 1765, 'total_tokens': 2701, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:09,294 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0018', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0018_attempt_2.json', 'issues': [{'code': 'FINAL_ANSWER_BEFORE_POLICY', 'message': "Assistant explicitly states the final numeric answer ('The hypotenuse is 10 units long') after the student, but rubric_constraints specify 'no_final_answer': true, so the assistant should not restate/confirm the final value."}]}
2026-05-05 16:07:09,294 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0018', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:07:16,441 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0018', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 7.145, 'provider_meta': {'latency_s': 7.136, 'usage': {'completion_tokens': 922, 'prompt_tokens': 1741, 'total_tokens': 2663, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:17,012 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0018', 'generation_attempt': 3, 'output': 'data/generated/batch_001/raw/dg_0018.json'}
2026-05-05 16:07:17,013 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0019', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:07:24,263 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0019', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 7.249, 'provider_meta': {'latency_s': 7.241, 'usage': {'completion_tokens': 1000, 'prompt_tokens': 681, 'total_tokens': 1681, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:24,264 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0019', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0019_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:07:24,265 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0019', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:07:31,116 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0019', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 6.85, 'provider_meta': {'latency_s': 6.841, 'usage': {'completion_tokens': 848, 'prompt_tokens': 1803, 'total_tokens': 2651, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:31,117 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0019', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0019_attempt_2.json', 'issues': [{'code': 'schema_error', 'message': '3 validation errors for GeneratedConversation\nsplit\n  Field required [type=missing, input_value={\'example_id\': \'dg_0019\',...!", \'loss_mask\': True}]}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing\nexpected_behavior\n  Field required [type=missing, input_value={\'example_id\': \'dg_0019\',...!", \'loss_mask\': True}]}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing\ncoercion_level\n  Field required [type=missing, input_value={\'example_id\': \'dg_0019\',...!", \'loss_mask\': True}]}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing'}]}
2026-05-05 16:07:31,118 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0019', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:07:38,280 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0019', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 7.161, 'provider_meta': {'latency_s': 7.151, 'usage': {'completion_tokens': 918, 'prompt_tokens': 1772, 'total_tokens': 2690, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:38,281 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0019', 'generation_attempt': 3, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0019_attempt_3.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:07:38,282 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0020', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:07:52,894 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0020', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 14.612, 'provider_meta': {'latency_s': 14.604, 'usage': {'completion_tokens': 1056, 'prompt_tokens': 681, 'total_tokens': 1737, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:07:52,895 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0020', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0020_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:07:52,895 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0020', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:08:05,386 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0020', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 12.489, 'provider_meta': {'latency_s': 12.481, 'usage': {'completion_tokens': 1038, 'prompt_tokens': 1859, 'total_tokens': 2897, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:08:05,388 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0020', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0020_attempt_2.json', 'issues': [{'code': 'never_state_equation_value', 'message': 'assistant turn 9 contains an x= style value'}, {'code': 'never_state_equation_value', 'message': 'assistant turn 11 contains an x= style value'}]}
2026-05-05 16:08:05,388 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0020', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:08:21,040 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0020', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 15.65, 'provider_meta': {'latency_s': 15.639, 'usage': {'completion_tokens': 1052, 'prompt_tokens': 1825, 'total_tokens': 2877, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:08:21,041 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0020', 'generation_attempt': 3, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0020_attempt_3.json', 'issues': [{'code': 'never_state_equation_value', 'message': 'assistant turn 9 contains an x= style value'}, {'code': 'never_state_equation_value', 'message': 'assistant turn 11 contains an x= style value'}]}
2026-05-05 16:08:21,042 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0021', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:08:28,006 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0021', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 6.963, 'provider_meta': {'latency_s': 6.955, 'usage': {'completion_tokens': 902, 'prompt_tokens': 707, 'total_tokens': 1609, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:08:28,007 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0021', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0021_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:08:28,007 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0021', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:08:34,004 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0021', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 5.995, 'provider_meta': {'latency_s': 5.992, 'usage': {'completion_tokens': 938, 'prompt_tokens': 1741, 'total_tokens': 2679, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:08:34,623 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0021', 'generation_attempt': 2, 'output': 'data/generated/batch_001/raw/dg_0021.json'}
2026-05-05 16:08:34,623 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0022', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:08:52,880 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0022', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 18.254, 'provider_meta': {'latency_s': 18.246, 'usage': {'completion_tokens': 789, 'prompt_tokens': 692, 'total_tokens': 1481, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:08:52,881 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0022', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0022_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:08:52,881 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0022', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:09:07,934 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0022', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 15.05, 'provider_meta': {'latency_s': 15.042, 'usage': {'completion_tokens': 793, 'prompt_tokens': 1603, 'total_tokens': 2396, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:07,936 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0022', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0022_attempt_2.json', 'issues': [{'code': 'policy_value_confirmation', 'message': 'assistant turn 7 may confirm a final value under method_only'}]}
2026-05-05 16:09:07,936 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0022', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:09:23,309 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0022', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 15.371, 'provider_meta': {'latency_s': 15.362, 'usage': {'completion_tokens': 759, 'prompt_tokens': 1560, 'total_tokens': 2319, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:24,670 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0022', 'generation_attempt': 3, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0022_attempt_3.json', 'issues': [{'code': 'FINAL_ANSWER_REVEALED', 'message': 'The assistant guides the student to compute and state the final numeric value f(3) = 14, which violates the rubric_constraints (no_final_answer: true, tutor_answer_policy: method_only). The assistant should have focused on method and error-checking without confirming the final value.'}]}
2026-05-05 16:09:24,671 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0023', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:09:31,345 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0023', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 6.673, 'provider_meta': {'latency_s': 6.664, 'usage': {'completion_tokens': 796, 'prompt_tokens': 684, 'total_tokens': 1480, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:31,346 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0023', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0023_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:09:31,347 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0023', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:09:38,449 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0023', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 7.101, 'provider_meta': {'latency_s': 7.093, 'usage': {'completion_tokens': 824, 'prompt_tokens': 1602, 'total_tokens': 2426, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:39,021 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0023', 'generation_attempt': 2, 'output': 'data/generated/batch_001/raw/dg_0023.json'}
2026-05-05 16:09:39,022 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0024', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:09:46,678 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0024', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 7.655, 'provider_meta': {'latency_s': 7.647, 'usage': {'completion_tokens': 891, 'prompt_tokens': 698, 'total_tokens': 1589, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:46,679 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0024', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0024_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:09:46,680 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0024', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:09:56,453 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0024', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 9.769, 'provider_meta': {'latency_s': 9.76, 'usage': {'completion_tokens': 909, 'prompt_tokens': 1711, 'total_tokens': 2620, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:09:57,044 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0024', 'generation_attempt': 2, 'output': 'data/generated/batch_001/raw/dg_0024.json'}
2026-05-05 16:09:57,044 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0025', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:10:06,759 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0025', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 9.713, 'provider_meta': {'latency_s': 9.704, 'usage': {'completion_tokens': 872, 'prompt_tokens': 703, 'total_tokens': 1575, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:06,761 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0025', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0025_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:10:06,761 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0025', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:10:15,027 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0025', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 8.264, 'provider_meta': {'latency_s': 8.256, 'usage': {'completion_tokens': 896, 'prompt_tokens': 1697, 'total_tokens': 2593, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:16,196 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0025', 'generation_attempt': 2, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0025_attempt_2.json', 'issues': [{'code': 'METHOD_ONLY_FINAL_VALIDATION', 'message': "tutor_answer_policy is 'method_only' and the assistant explicitly confirms the correctness of the student’s factorization and resulting factored form, effectively validating the final mathematical step rather than only guiding the method."}]}
2026-05-05 16:10:16,196 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0025', 'generation_attempt': 3, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:10:25,881 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0025', 'generation_attempt': 3, 'api_attempt': 1, 'latency_s': 9.683, 'provider_meta': {'latency_s': 9.675, 'usage': {'completion_tokens': 873, 'prompt_tokens': 1704, 'total_tokens': 2577, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:26,421 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0025', 'generation_attempt': 3, 'output': 'data/generated/batch_001/raw/dg_0025.json'}
2026-05-05 16:10:26,422 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0026', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:10:36,291 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0026', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 9.868, 'provider_meta': {'latency_s': 9.859, 'usage': {'completion_tokens': 1289, 'prompt_tokens': 687, 'total_tokens': 1976, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:36,293 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0026', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0026_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:10:36,293 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0026', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
2026-05-05 16:10:45,066 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0026', 'generation_attempt': 2, 'api_attempt': 1, 'latency_s': 8.772, 'provider_meta': {'latency_s': 8.764, 'usage': {'completion_tokens': 1283, 'prompt_tokens': 2098, 'total_tokens': 3381, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:45,692 INFO training.data_generation.generate | generation_accept {'example_id': 'dg_0026', 'generation_attempt': 2, 'output': 'data/generated/batch_001/raw/dg_0026.json'}
2026-05-05 16:10:45,692 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0027', 'generation_attempt': 1, 'api_attempt': 1, 'has_feedback': False}
2026-05-05 16:10:52,493 INFO training.data_generation.generate | openai_call_success {'example_id': 'dg_0027', 'generation_attempt': 1, 'api_attempt': 1, 'latency_s': 6.8, 'provider_meta': {'latency_s': 6.792, 'usage': {'completion_tokens': 849, 'prompt_tokens': 694, 'total_tokens': 1543, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}}}
2026-05-05 16:10:52,494 INFO training.data_generation.generate | generation_validation_fail {'example_id': 'dg_0027', 'generation_attempt': 1, 'rejected_output': 'data/generated/batch_001/generation_rejected/dg_0027_attempt_1.json', 'issues': [{'code': 'schema_error', 'message': "1 validation error for GeneratedConversation\nannotator.notes\n  Field required [type=missing, input_value={'annotator_id': 'synthet...review_status': 'draft'}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.13/v/missing"}]}
2026-05-05 16:10:52,495 INFO training.data_generation.generate | openai_call_start {'example_id': 'dg_0027', 'generation_attempt': 2, 'api_attempt': 1, 'has_feedback': True}
